species,station_id,station_name,n_years,first_year,last_year,mean_doy,ols_slope,ols_decade,ols_r,ols_p,gls_slope,gls_se,gls_p,ar1_rho,gls_transition
しろつめくさの開花,宮古,585,15,1988,2002,134.2,-0.78214,-7.821,-0.3301,0.229586,-1.03303,1.11486,0.372393,0.4140,
しろつめくさの開花,仙台,590,39,1964,2002,123.9,-0.69615,-6.962,-0.6846,0.000002,-0.77786,0.18935,0.000220,0.3768,
しろつめくさの開花,輪島,600,47,1964,2010,127.5,-0.38078,-3.808,-0.6336,0.000002,-0.38749,0.09181,0.000120,0.2331,
しろつめくさの開花,新潟,604,42,1971,2020,126.1,-0.09322,-0.932,-0.1435,0.364580,-0.23823,0.12907,0.072536,0.3203,
しろつめくさの開花,金沢,605,67,1953,2020,120.9,-0.22767,-2.277,-0.5566,0.000001,-0.23471,0.03968,0.000000,-0.0872,
しろつめくさの開花,富山,607,49,1964,2020,131.4,-0.00937,-0.094,-0.0231,0.875066,-0.02797,0.06106,0.649010,-0.0092,
しろつめくさの開花,長野,610,55,1966,2020,126.4,-0.52886,-5.289,-0.8059,0.000000,-0.53691,0.05107,0.000000,-0.0775,
しろつめくさの開花,高山,617,39,1964,2002,136.6,-0.21538,-2.154,-0.4146,0.008678,-0.28738,0.13240,0.036642,0.4466,
しろつめくさの開花,松本,618,44,1964,2007,130.1,-0.14313,-1.431,-0.2815,0.064166,-0.15350,0.07730,0.053791,-0.0168,
しろつめくさの開花,前橋,624,53,1964,2020,111.7,-0.16149,-1.615,-0.3144,0.021847,-0.19964,0.08037,0.016390,0.1517,
しろつめくさの開花,甲府,638,52,1963,2020,106.8,-0.17360,-1.736,-0.2220,0.113782,-0.30386,0.17023,0.080463,0.4406,
しろつめくさの開花,銚子,648,50,1971,2020,111.7,-0.52168,-5.217,-0.6490,0.000000,-0.53024,0.09305,0.000001,0.0137,
しろつめくさの開花,津,651,12,1964,1980,122.0,-0.57674,-5.767,-0.5566,0.060170,-0.59893,0.19155,0.012184,-0.4739,ns_to_sig
しろつめくさの開花,東京,662,24,1997,2020,94.7,-0.47652,-4.765,-0.2613,0.217498,-0.41051,0.48682,0.408591,0.1767,
しろつめくさの開花,横浜,670,36,1984,2020,112.8,-0.47669,-4.767,-0.5778,0.000224,-0.41090,0.12079,0.001770,0.0360,
しろつめくさの開花,八丈島,678,44,1965,2009,114.2,-0.69974,-6.997,-0.7149,0.000000,-0.64337,0.13849,0.000035,0.2383,
しろつめくさの開花,京都,759,45,1964,2020,96.4,-0.06979,-0.698,-0.0664,0.664596,-0.08135,0.18895,0.668987,0.0911,
しろつめくさの開花,洲本,776,36,1966,2002,113.5,-0.37284,-3.728,-0.4117,0.012595,-0.32853,0.18484,0.084720,0.2338,sig_to_ns
しろつめくさの開花,佐賀,813,32,1964,1995,96.1,-0.03611,-0.361,-0.0401,0.827388,-0.02528,0.22680,0.912013,0.2535,
しろつめくさの開花,熊本,819,38,1965,2002,92.1,-0.41941,-4.194,-0.4208,0.008515,-0.33516,0.28297,0.244227,0.5417,sig_to_ns
しろつめくさの開花,徳島,895,11,1990,2002,95.7,0.26006,2.601,0.1688,0.619784,0.68111,0.55907,0.257816,0.0261,
すいせんの開花,稚内,401,40,1953,2002,126.7,0.26219,2.622,0.5877,0.000067,0.26447,0.08147,0.002485,0.2729,
すいせんの開花,留萌,406,46,1956,2002,124.7,0.40684,4.068,0.5335,0.000135,0.41702,0.14655,0.006766,0.3550,
すいせんの開花,旭川,407,36,1953,2002,124.6,0.13531,1.353,0.2252,0.186733,0.10371,0.15944,0.519909,0.2909,
すいせんの開花,網走,409,26,1953,1991,123.5,0.07694,0.769,0.1809,0.376530,0.08459,0.05909,0.165719,-0.4113,
すいせんの開花,札幌,412,10,1953,1963,123.0,-0.67235,-6.723,-0.3792,0.279851,-1.00641,0.51602,0.092121,-0.2520,
すいせんの開花,岩見沢,413,48,1953,2002,121.9,0.28673,2.867,0.5916,0.000010,0.29809,0.08576,0.001139,0.3509,
すいせんの開花,帯広,417,39,1953,2020,133.3,0.27352,2.735,0.6112,0.000036,0.28699,0.09759,0.005693,0.4353,
すいせんの開花,根室,420,29,1960,2010,135.1,0.27245,2.724,0.5431,0.002332,0.29698,0.07573,0.000573,-0.1349,
すいせんの開花,室蘭,423,16,1955,1971,116.9,-0.37965,-3.796,-0.4075,0.117190,-0.23054,0.37175,0.545883,0.3788,
すいせんの開花,江差,428,28,1953,1980,106.7,0.49507,4.951,0.6043,0.000660,0.59853,0.13837,0.000214,0.1024,
すいせんの開花,函館,430,67,1953,2020,111.8,-0.02815,-0.282,-0.0821,0.509032,-0.02016,0.05626,0.721250,0.2541,
すいせんの開花,倶知安,433,41,1956,2005,126.6,0.09654,0.965,0.2091,0.189506,0.12929,0.08278,0.126620,0.0996,
すいせんの開花,紋別,435,42,1956,2002,122.4,0.30702,3.070,0.4922,0.000930,0.32753,0.10594,0.003666,0.1759,
すいせんの開花,広尾,440,36,1958,1993,131.4,0.51802,5.180,0.3784,0.022883,0.35865,0.55583,0.523222,0.7035,sig_to_ns
すいせんの開花,新庄,520,37,1960,1997,113.3,-0.06226,-0.623,-0.1230,0.468239,-0.04339,0.10505,0.682159,0.1592,
すいせんの開花,青森,575,41,1954,2002,115.6,0.32602,3.260,0.5716,0.000095,0.32377,0.08568,0.000541,0.0754,
すいせんの開花,八戸,581,49,1953,2007,115.0,0.42600,4.260,0.7059,0.000000,0.43216,0.07398,0.000001,0.1322,
すいせんの開花,秋田,582,11,1953,1963,103.5,0.35455,3.545,0.2437,0.470120,0.13830,0.45915,0.770944,-0.1773,
すいせんの開花,盛岡,584,68,1953,2020,99.1,-0.13788,-1.379,-0.4512,0.000113,-0.14910,0.04669,0.002167,0.2968,
すいせんの開花,宮古,585,43,1954,2002,102.4,0.02179,0.218,0.0436,0.781100,-0.06370,0.06655,0.344205,0.0548,
すいせんの開花,酒田,587,11,1953,1963,99.2,0.55455,5.545,0.4116,0.208437,0.53827,0.61716,0.408527,0.2058,
すいせんの開花,山形,588,64,1953,2019,99.9,0.07440,0.744,0.1831,0.147543,0.04717,0.09177,0.609118,0.5055,
すいせんの開花,仙台,590,56,1953,2009,97.7,0.02358,0.236,0.0654,0.632257,0.06238,0.06765,0.360671,0.3136,
すいせんの開花,福島,595,45,1953,2002,92.8,0.09478,0.948,0.1641,0.281368,0.05560,0.12945,0.669762,0.3456,
すいせんの開花,白河,597,14,1953,1966,86.1,0.18462,1.846,0.1185,0.686473,0.62517,0.34298,0.095605,-0.1937,
すいせんの開花,小名浜,598,50,1953,2002,81.2,-0.01613,-0.161,-0.0171,0.906034,-0.06640,0.21714,0.761093,0.4025,
すいせんの開花,輪島,600,44,1964,2010,73.8,-0.32701,-3.270,-0.0667,0.666895,-0.33303,0.68667,0.630261,-0.1401,
すいせんの開花,相川,602,46,1954,2002,126.8,2.33480,23.348,0.2724,0.067022,1.79216,2.42014,0.463010,0.5483,
すいせんの開花,新潟,604,59,1953,2020,91.1,0.47686,4.769,0.1314,0.321266,1.77796,1.35004,0.193214,0.7277,
すいせんの開花,金沢,605,51,1956,2020,78.8,-0.18405,-1.840,-0.0495,0.730202,-0.22183,0.52147,0.672452,-0.0585,
すいせんの開花,富山,607,52,1961,2020,78.6,-0.59332,-5.933,-0.2030,0.148927,-0.59356,0.34371,0.090485,-0.2048,
すいせんの開花,長野,610,64,1953,2020,95.8,-0.34466,-3.447,-0.6134,0.000000,-0.36442,0.10117,0.000635,0.5065,
すいせんの開花,高田,612,53,1953,2007,92.4,-0.31545,-3.155,-0.2960,0.031381,-0.37330,0.20419,0.073486,0.3147,sig_to_ns
すいせんの開花,宇都宮,615,66,1954,2020,73.7,-0.84708,-8.471,-0.7114,0.000000,-0.97946,0.18832,0.000002,0.5183,
すいせんの開花,福井,616,53,1953,2021,110.6,1.88254,18.825,0.3479,0.010681,2.37595,1.26998,0.067224,0.4780,sig_to_ns
すいせんの開花,高山,617,50,1953,2002,102.4,0.04816,0.482,0.1148,0.427207,0.02837,0.08392,0.736839,0.2851,
すいせんの開花,松本,618,53,1953,2007,101.2,0.01058,0.106,0.0362,0.796789,0.00870,0.04226,0.837819,-0.0033,
すいせんの開花,前橋,624,68,1953,2020,104.7,2.26404,22.640,0.3523,0.003220,2.30825,0.90156,0.012791,0.1671,
すいせんの開花,熊谷,626,12,1953,1964,53.6,-4.63986,-46.399,-0.6437,0.023917,-4.37433,1.85332,0.042583,-0.1130,
すいせんの開花,水戸,629,68,1953,2020,69.3,-0.73491,-7.349,-0.2197,0.071896,-0.74892,0.36175,0.042402,-0.1337,ns_to_sig
すいせんの開花,敦賀,631,44,1953,2005,106.1,1.58504,15.850,0.1987,0.195995,1.59522,1.34008,0.240738,0.0546,
すいせんの開花,岐阜,632,62,1953,2020,111.9,2.53948,25.395,0.3593,0.004136,2.57104,0.91830,0.006901,0.0427,
すいせんの開花,名古屋,636,40,1954,2021,168.6,2.01801,20.180,0.1678,0.300607,1.39723,2.91182,0.634160,0.2040,
すいせんの開花,飯田,637,51,1953,2003,84.6,0.26489,2.649,0.4243,0.001915,0.23920,0.10074,0.021620,0.1971,
すいせんの開花,甲府,638,62,1953,2021,79.2,0.28620,2.862,0.1116,0.387957,0.22682,0.28737,0.433086,-0.1667,
すいせんの開花,銚子,648,46,1954,2002,272.0,-1.02989,-10.299,-0.1030,0.495748,-0.94164,1.31008,0.476174,-0.1790,
すいせんの開花,津,651,64,1953,2020,62.7,0.99747,9.975,0.1872,0.138546,1.02984,0.92148,0.268124,0.2854,
すいせんの開花,浜松,654,49,1953,2005,298.1,-1.14083,-11.408,-0.1569,0.281793,-1.78855,0.99515,0.078860,-0.0275,
すいせんの開花,静岡,656,58,1960,2021,193.3,4.40755,44.076,0.4811,0.000132,4.36940,1.38238,0.002559,0.2126,
すいせんの開花,尾鷲,663,26,1953,2007,282.5,-2.24669,-22.467,-0.3266,0.103473,-2.24453,1.65684,0.188672,0.1331,
すいせんの開花,横浜,670,39,1979,2020,112.6,-4.99309,-49.931,-0.3844,0.015672,-4.32908,2.42302,0.082418,0.1513,sig_to_ns
すいせんの開花,大島,675,40,1953,2009,240.7,-3.33723,-33.372,-0.3056,0.055160,-3.35000,2.12410,0.123276,0.1613,
すいせんの開花,八丈島,678,56,1953,2009,336.9,0.02550,0.255,0.0344,0.801382,0.05937,0.13477,0.661325,0.2559,
すいせんの開花,西郷,740,11,1953,1963,98.8,-15.86364,-158.636,-0.4126,0.207247,3.40000,64.76098,0.959417,FD,
すいせんの開花,鳥取,746,12,1953,1964,40.8,-3.46154,-34.615,-0.5680,0.054044,-2.80165,0.89073,0.011826,-0.6323,ns_to_sig
すいせんの開花,浜田,755,51,1957,2007,309.5,-0.23131,-2.313,-0.0344,0.810818,-1.35608,1.31272,0.306764,0.3682,
すいせんの開花,彦根,761,50,1953,2002,83.4,-0.57503,-5.750,-0.0827,0.568151,-0.77929,1.01548,0.446675,-0.0185,
すいせんの開花,下関,762,10,1953,1962,46.6,3.22424,32.242,0.0922,0.800007,2.27854,12.92189,0.865026,-0.1726,
すいせんの開花,広島,765,50,1953,2002,100.3,1.88802,18.880,0.1899,0.186466,1.77016,1.45386,0.229469,-0.0082,
すいせんの開花,岡山,768,67,1953,2020,107.7,3.48543,34.854,0.4767,0.000045,3.62371,0.89854,0.000149,0.0912,
すいせんの開花,神戸,770,62,1953,2019,55.2,0.20239,2.024,0.0458,0.723948,0.16862,0.52504,0.749227,-0.1148,
すいせんの開花,洲本,776,49,1954,2003,254.2,1.06576,10.658,0.1031,0.480782,1.39040,1.72773,0.425104,0.1083,
すいせんの開花,和歌山,777,66,1953,2020,131.3,-4.24198,-42.420,-0.5381,0.000003,-4.13540,1.00164,0.000109,0.1559,
すいせんの開花,潮岬,778,44,1963,2009,333.8,-0.00746,-0.075,-0.0096,0.950845,0.05743,0.12406,0.645894,0.0291,
すいせんの開花,奈良,780,12,1954,1969,194.0,-7.27438,-72.744,-0.1827,0.569826,0.03155,8.17951,0.997007,-0.5470,
すいせんの開花,厳原,800,53,1954,2009,101.5,0.49578,4.958,0.0550,0.695554,0.41373,1.21055,0.733957,-0.0798,
すいせんの開花,福岡,807,56,1953,2020,230.4,-2.50262,-25.026,-0.3004,0.024478,-2.39982,1.43656,0.100712,0.2307,sig_to_ns
すいせんの開花,佐賀,813,65,1953,2021,233.0,-0.94007,-9.401,-0.1194,0.343318,-1.39224,1.45391,0.341992,0.3686,
すいせんの開花,長崎,817,68,1953,2021,197.1,4.82144,48.214,0.5770,0.000000,4.78700,1.09156,0.000043,0.2279,
すいせんの開花,熊本,819,67,1953,2020,231.6,-0.57576,-5.758,-0.0704,0.571109,-0.45642,1.32447,0.731519,0.2381,
すいせんの開花,鹿児島,827,50,1953,2020,166.3,-4.57806,-45.781,-0.5934,0.000006,-3.28781,2.00639,0.107961,0.6287,sig_to_ns
すいせんの開花,宮崎,830,12,1953,1964,321.2,13.18182,131.818,0.4751,0.118565,31.63636,30.92119,0.332960,FD,
すいせんの開花,種子島,837,53,1954,2007,315.7,-1.96936,-19.694,-0.3463,0.011069,-2.18588,0.86337,0.014536,0.1110,
すいせんの開花,福江,843,12,1953,1964,350.5,-0.59441,-5.944,-0.2629,0.409052,-0.20060,0.78087,0.803038,-0.0022,
すいせんの開花,松山,887,49,1953,2002,174.4,1.47199,14.720,0.1274,0.383091,0.96231,2.38014,0.687860,0.3027,
すいせんの開花,高松,891,66,1953,2021,207.4,0.37393,3.739,0.0445,0.722940,0.59832,1.05287,0.571868,-0.0206,
すいせんの開花,宇和島,892,49,1953,2005,308.1,0.15915,1.592,0.0247,0.866220,0.23226,0.85265,0.786532,-0.1363,
すいせんの開花,徳島,895,69,1953,2021,322.4,0.13610,1.361,0.0343,0.779387,0.21785,0.60782,0.721178,0.1985,
すいせんの開花,名瀬,909,47,1972,2020,325.6,0.35893,3.589,0.0617,0.680496,0.36423,0.81117,0.655617,-0.1075,
すみれの開花,江差,428,11,1953,1963,124.0,0.20909,2.091,0.2930,0.381813,0.20236,0.20871,0.360660,-0.2713,
すみれの開花,新庄,520,37,1958,1996,120.2,0.11653,1.165,0.1979,0.240300,0.10678,0.12100,0.383725,0.1610,
すみれの開花,盛岡,584,46,1953,2002,105.9,-0.19900,-1.990,-0.3751,0.010205,-0.19213,0.07715,0.016698,-0.0084,
すみれの開花,宮古,585,27,1955,2002,107.7,0.09403,0.940,0.2362,0.235619,0.04257,0.11040,0.703174,0.3049,
すみれの開花,酒田,587,10,1953,1963,113.5,0.00000,0.000,0.0000,1.000000,0.43249,0.72801,0.571153,-0.0795,
すみれの開花,仙台,590,42,1953,2002,98.1,-0.17770,-1.777,-0.3543,0.021345,-0.14698,0.09836,0.143167,0.2472,sig_to_ns
すみれの開花,福島,595,40,1953,2002,96.0,0.27424,2.742,0.3634,0.021170,0.11360,0.24307,0.642980,0.6175,sig_to_ns
すみれの開花,白河,597,14,1953,1966,104.3,-0.09670,-0.967,-0.0698,0.812614,-0.03514,0.27082,0.899115,-0.4957,
すみれの開花,小名浜,598,42,1953,2002,94.2,0.27600,2.760,0.4750,0.001479,0.30838,0.11362,0.009845,0.3104,
すみれの開花,輪島,600,36,1964,2002,94.6,0.11577,1.158,0.1688,0.324961,0.15179,0.17071,0.380349,0.3380,
すみれの開花,相川,602,45,1954,2002,99.3,0.12520,1.252,0.1651,0.278458,0.04603,0.20395,0.822533,0.5060,
すみれの開花,新潟,604,33,1954,1997,107.4,0.04335,0.433,0.1003,0.578467,0.10539,0.09199,0.260981,0.1443,
すみれの開花,金沢,605,15,1954,1970,102.2,-0.58683,-5.868,-0.3353,0.221844,-0.47889,0.57424,0.420602,0.0942,
すみれの開花,富山,607,31,1961,2001,97.8,0.04960,0.496,0.0892,0.633053,0.01827,0.10792,0.866802,-0.0162,
すみれの開花,長野,610,68,1953,2020,93.9,-0.20090,-2.009,-0.4536,0.000102,-0.20908,0.06805,0.003101,0.2987,
すみれの開花,高田,612,51,1953,2007,107.9,-0.02659,-0.266,-0.0509,0.722730,-0.03248,0.08841,0.714940,0.1332,
すみれの開花,宇都宮,615,64,1954,2020,86.8,-0.18002,-1.800,-0.5085,0.000018,-0.19225,0.03806,0.000004,-0.0298,
すみれの開花,福井,616,57,1953,2020,99.9,0.14364,1.436,0.2860,0.031025,0.12863,0.08737,0.146787,0.2719,sig_to_ns
すみれの開花,高山,617,50,1953,2002,96.9,0.05239,0.524,0.1011,0.484689,0.06785,0.10333,0.514603,0.2874,
すみれの開花,松本,618,42,1953,2002,94.4,-0.04146,-0.415,-0.0732,0.644985,-0.01723,0.10912,0.875322,0.1689,
すみれの開花,前橋,624,63,1953,2020,88.3,0.05401,0.540,0.1117,0.383287,0.05381,0.07339,0.466290,0.1456,
すみれの開花,熊谷,626,11,1953,1963,76.9,1.40000,14.000,0.5431,0.084243,1.14165,0.72410,0.153531,-0.1853,
すみれの開花,水戸,629,10,1953,1964,84.5,-0.02572,-0.257,-0.0172,0.962402,-0.07526,0.68028,0.915012,0.0577,
すみれの開花,敦賀,631,41,1953,2005,103.1,0.43026,4.303,0.6724,0.000001,0.43235,0.12032,0.000924,0.3887,
すみれの開花,名古屋,636,25,1954,2002,88.8,0.16215,1.621,0.2883,0.162221,0.14852,0.15004,0.333027,0.2180,
すみれの開花,飯田,637,54,1953,2006,86.7,0.27833,2.783,0.5429,0.000022,0.27775,0.06296,0.000053,0.0152,
すみれの開花,甲府,638,51,1954,2020,81.7,0.22933,2.293,0.4958,0.000216,0.20653,0.08323,0.016642,0.3209,
すみれの開花,銚子,648,40,1955,2002,90.7,-0.57399,-5.740,-0.6491,0.000006,-0.60990,0.18027,0.001705,0.3946,
すみれの開花,津,651,23,1953,1980,80.6,-0.14069,-1.407,-0.1191,0.588170,-0.18979,0.25728,0.469289,-0.0667,
すみれの開花,浜松,654,39,1953,2005,81.6,0.09962,0.996,0.1567,0.340639,0.14817,0.15513,0.345907,0.3411,
すみれの開花,静岡,656,54,1953,2019,85.4,0.08822,0.882,0.1855,0.179354,0.08379,0.07920,0.295027,0.1679,
すみれの開花,尾鷲,663,12,1953,1964,64.8,0.82517,8.252,0.2067,0.519271,0.64441,1.72611,0.717544,0.1553,
すみれの開花,大島,675,50,1953,2009,65.7,0.47314,4.731,0.4947,0.000261,0.33452,0.15942,0.041279,0.3232,
すみれの開花,三宅島,677,37,1957,2000,104.8,4.45366,44.537,0.4760,0.002899,4.83100,1.89060,0.015255,0.2426,
すみれの開花,八丈島,678,55,1953,2009,33.1,-0.30042,-3.004,-0.3301,0.013840,-0.25816,0.12965,0.051716,0.0742,sig_to_ns
すみれの開花,西郷,740,11,1953,1963,92.3,-0.97273,-9.727,-0.1803,0.595671,1.04054,3.22335,0.755112,0.3959,
すみれの開花,鳥取,746,18,1953,1970,84.0,0.25181,2.518,0.2181,0.384680,0.30963,0.35150,0.392283,0.1073,
すみれの開花,浜田,755,47,1956,2007,71.0,0.05365,0.536,0.0491,0.743158,0.06843,0.22294,0.760327,0.2543,
すみれの開花,京都,759,13,1953,1965,82.8,0.60989,6.099,0.2186,0.473000,0.81661,1.48903,0.595435,0.4007,
すみれの開花,彦根,761,42,1953,2001,84.9,0.14376,1.438,0.2327,0.138002,0.18661,0.13989,0.189953,0.3435,
すみれの開花,広島,765,45,1953,2002,86.8,0.13336,1.334,0.2502,0.097379,0.12626,0.09724,0.201225,0.1667,
すみれの開花,岡山,768,64,1954,2020,86.7,-0.06475,-0.647,-0.1645,0.193964,-0.06636,0.07563,0.383692,0.3716,
すみれの開花,洲本,776,24,1953,2002,78.6,-0.10778,-1.078,-0.1932,0.365685,-0.17060,0.12361,0.182077,0.0558,
すみれの開花,和歌山,777,40,1961,2020,77.7,0.26368,2.637,0.3335,0.035486,0.21866,0.19019,0.257644,0.3329,sig_to_ns
すみれの開花,奈良,780,59,1954,2020,82.8,0.24928,2.493,0.4447,0.000418,0.24013,0.06725,0.000740,-0.0238,
すみれの開花,厳原,800,45,1954,2002,79.2,0.06163,0.616,0.1415,0.353894,0.10810,0.09653,0.269132,0.3543,
すみれの開花,福岡,807,38,1953,2002,79.3,-0.33551,-3.355,-0.4543,0.004170,-0.37514,0.13479,0.008620,0.1801,
すみれの開花,佐賀,813,42,1953,1995,82.7,-0.34081,-3.408,-0.4121,0.006688,-0.47557,0.27129,0.087462,0.6479,sig_to_ns
すみれの開花,長崎,817,10,1953,1962,84.6,-0.73939,-7.394,-0.5336,0.112162,-0.65360,0.33776,0.094210,-0.3549,
すみれの開花,熊本,819,40,1954,2002,62.0,0.12353,1.235,0.1240,0.445753,0.00543,0.17957,0.976042,0.0586,
すみれの開花,鹿児島,827,15,1963,2002,59.1,-0.42175,-4.217,-0.2675,0.335128,-0.39246,0.89826,0.669937,0.5948,
すみれの開花,屋久島,836,23,1953,1975,43.6,-1.00494,-10.049,-0.5624,0.005219,-1.20900,0.53387,0.034804,0.4282,
すみれの開花,種子島,837,10,1953,1962,35.3,0.52727,5.273,0.1524,0.674349,0.61682,0.76672,0.447566,-0.5643,
すみれの開花,松山,887,10,1953,1962,95.1,-1.33939,-13.394,-0.6046,0.064089,-1.77778,2.00480,0.404641,FD,
すみれの開花,高松,891,45,1954,2002,85.4,0.25654,2.565,0.4068,0.005553,0.24801,0.10968,0.028982,0.1755,
すみれの開花,宇和島,892,15,1953,1969,67.1,-0.30847,-3.085,-0.3008,0.276019,-0.26922,0.34997,0.456600,0.1341,
すみれの開花,徳島,895,48,1953,2002,93.2,0.11898,1.190,0.2152,0.141785,0.08602,0.08953,0.341808,0.1006,
すみれの開花,与那国島,912,31,1972,2008,104.0,3.16675,31.668,0.2199,0.234621,-0.48333,31.97142,0.988046,FD,
すみれの開花,西表島,917,10,1993,2002,343.1,3.72727,37.273,0.6929,0.026312,2.85642,1.31217,0.065946,-0.1658,sig_to_ns
すみれの開花,石垣島,918,52,1956,2021,143.5,2.25015,22.502,0.2333,0.096015,2.22588,1.54930,0.157158,0.0910,
すみれの開花,宮古島,927,51,1953,2021,200.8,5.33704,53.370,0.6504,0.000000,1.14556,24.43330,0.962799,FD,sig_to_ns
すみれの開花,久米島,929,37,1962,2004,333.2,0.82990,8.299,0.1875,0.266373,0.95560,0.67640,0.166812,-0.1434,
すみれの開花,那覇,936,52,1960,2021,326.5,0.22131,2.213,0.0433,0.760459,0.31832,0.69918,0.650917,-0.0897,
すみれの開花,名護,940,10,1993,2002,326.4,1.24848,12.485,0.2486,0.488531,2.19583,2.63030,0.431383,0.2145,
すみれの開花,南大東島,945,36,1972,2021,337.3,-0.31966,-3.197,-0.0719,0.676767,-0.39169,0.81470,0.633847,-0.0287,
チューリップの開花,山形,588,18,1953,1970,117.3,-0.45408,-4.541,-0.5023,0.033662,-0.50469,0.22583,0.041068,0.0366,
チューリップの開花,富山,607,50,1965,2020,104.9,-0.16316,-1.632,-0.3796,0.006546,-0.14241,0.07794,0.074026,0.2555,sig_to_ns
てっぽうゆりの開花,屋久島,836,22,1953,1974,139.4,-0.74591,-7.459,-0.7369,0.000092,-0.94345,0.36489,0.018135,0.6453,
てっぽうゆりの開花,名瀬,909,43,1972,2019,111.2,0.39024,3.902,0.5459,0.000153,0.37372,0.13806,0.009938,0.3332,
てっぽうゆりの開花,与那国島,912,48,1958,2008,79.0,0.22892,2.289,0.3325,0.020949,0.18827,0.11351,0.104146,0.1389,sig_to_ns
てっぽうゆりの開花,西表島,917,41,1956,2001,92.8,0.25446,2.545,0.2532,0.110132,0.42114,0.30032,0.168949,0.5424,
てっぽうゆりの開花,石垣島,918,67,1953,2020,87.1,0.55958,5.596,0.7239,0.000000,0.55599,0.08059,0.000000,0.1663,
てっぽうゆりの開花,宮古島,927,65,1953,2020,77.8,-0.94163,-9.416,-0.7488,0.000000,-0.96105,0.16630,0.000000,0.4013,
てっぽうゆりの開花,久米島,929,37,1962,2004,88.6,-0.45169,-4.517,-0.4498,0.005217,-0.37306,0.22092,0.100436,0.3095,sig_to_ns
てっぽうゆりの開花,那覇,936,50,1961,2020,104.6,-0.18042,-1.804,-0.2979,0.035621,-0.08996,0.13557,0.510220,0.4312,sig_to_ns
てっぽうゆりの開花,名護,940,27,1971,2001,100.0,0.09741,0.974,0.0732,0.716838,0.27351,0.38497,0.484259,0.2993,
てっぽうゆりの開花,南大東島,945,51,1970,2020,117.1,0.35991,3.599,0.6065,0.000002,0.41168,0.06345,0.000000,0.0069,
でいごの開花,与那国島,912,41,1957,2008,79.8,-0.10315,-1.032,-0.0857,0.594002,-0.12129,0.18904,0.524983,-0.0869,
でいごの開花,西表島,917,37,1956,2001,64.1,-0.56349,-5.635,-0.5178,0.001028,-0.48985,0.15493,0.003292,-0.0488,
でいごの開花,石垣島,918,68,1953,2020,64.4,0.19409,1.941,0.2572,0.034217,0.17178,0.11161,0.128632,0.1902,sig_to_ns
でいごの開花,宮古島,927,60,1953,2018,76.8,0.18272,1.827,0.2332,0.072936,0.17183,0.09844,0.086270,-0.0497,
でいごの開花,久米島,929,38,1962,2004,89.1,0.01439,0.144,0.0118,0.944031,0.14702,0.27272,0.593237,0.2449,
でいごの開花,那覇,936,52,1958,2020,91.7,0.40230,4.023,0.5341,0.000046,0.41326,0.10722,0.000338,0.1158,
でいごの開花,名護,940,26,1974,2001,99.9,-0.27592,-2.759,-0.1805,0.377441,-0.16961,0.49992,0.737485,0.3670,
でいごの開花,南大東島,945,35,1970,2008,80.8,-0.47822,-4.782,-0.4149,0.013209,-0.54565,0.20251,0.011139,0.0659,
くさぜみの初鳴,与那国島,912,46,1958,2008,90.5,0.06141,0.614,0.0850,0.574348,0.08226,0.11753,0.487727,0.0303,
くさぜみの初鳴,西表島,917,38,1956,2001,104.2,0.07975,0.797,0.0711,0.671487,0.08284,0.21443,0.701587,0.0815,
くさぜみの初鳴,石垣島,918,64,1955,2020,89.7,-0.07163,-0.716,-0.1207,0.341987,-0.05945,0.09013,0.512004,0.1540,
くさぜみの初鳴,宮古島,927,64,1953,2020,92.4,-0.04547,-0.455,-0.0812,0.523675,-0.05005,0.09105,0.584533,0.2117,
くさぜみの初鳴,那覇,936,41,1974,2020,118.8,-0.03440,-0.344,-0.0555,0.730285,-0.00114,0.12940,0.993034,0.1980,
くまぜみの初鳴,静岡,656,38,1964,2002,197.3,-0.31489,-3.149,-0.5345,0.000546,-0.35918,0.09045,0.000339,0.0730,
くまぜみの初鳴,尾鷲,663,10,1953,1964,199.0,-0.65079,-6.508,-0.4097,0.239731,-0.59496,0.50149,0.274170,-0.2604,
くまぜみの初鳴,大阪,772,45,1976,2020,189.3,-0.32161,-3.216,-0.5726,0.000039,-0.28628,0.07906,0.000783,0.1123,
くまぜみの初鳴,洲本,776,42,1953,2002,198.8,-0.09836,-0.984,-0.2217,0.158146,-0.07758,0.07636,0.315922,0.0481,
くまぜみの初鳴,和歌山,777,68,1953,2020,194.8,-0.25388,-2.539,-0.6942,0.000000,-0.25032,0.03546,0.000000,0.0624,
くまぜみの初鳴,潮岬,778,47,1957,2009,191.0,-0.14033,-1.403,-0.3648,0.011702,-0.11906,0.06521,0.074673,0.1471,sig_to_ns
くまぜみの初鳴,奈良,780,49,1972,2020,194.9,-0.30500,-3.050,-0.6136,0.000003,-0.30040,0.05790,0.000005,-0.0294,
くまぜみの初鳴,熊本,819,46,1953,2002,186.6,-0.18206,-1.821,-0.3652,0.012564,-0.16717,0.07747,0.036560,0.0571,
くまぜみの初鳴,鹿児島,827,41,1953,2002,205.4,-0.24285,-2.428,-0.5510,0.000189,-0.25611,0.07581,0.001696,0.1963,
くまぜみの初鳴,高松,891,11,1953,1963,203.2,-0.40909,-4.091,-0.3166,0.342807,-0.32152,0.22570,0.192105,-0.6646,
