date,year,doy,sst,clim_mean,clim_90th,anomaly,exceeds_90th
2023-09-12,2023,255,24.23,20.74,22.34,3.49,1
2023-09-13,2023,256,24.41,20.69,22.28,3.72,1
2023-09-14,2023,257,24.40,20.63,22.25,3.77,1
2023-09-15,2023,258,24.27,20.55,22.20,3.72,1
2023-09-16,2023,259,24.35,20.45,22.14,3.90,1
2023-09-17,2023,260,24.44,20.34,22.11,4.10,1
2023-09-18,2023,261,24.40,20.22,22.04,4.18,1
2023-09-19,2023,262,24.45,20.10,21.95,4.35,1
2023-09-20,2023,263,24.55,19.97,21.79,4.58,1
2023-09-21,2023,264,23.24,19.85,21.68,3.39,1
2023-09-22,2023,265,22.91,19.74,21.54,3.17,1
2023-09-23,2023,266,22.62,19.62,21.42,3.00,1
2023-09-24,2023,267,22.26,19.48,21.13,2.78,1
2023-09-25,2023,268,22.06,19.33,20.98,2.73,1
2023-09-26,2023,269,21.85,19.19,20.79,2.66,1
2023-09-27,2023,270,21.64,19.06,20.60,2.58,1
2023-09-28,2023,271,20.93,18.94,20.44,1.99,1
2023-09-29,2023,272,20.39,18.83,20.40,1.56,0
2023-09-30,2023,273,19.90,18.72,20.18,1.18,0
2023-10-01,2023,274,19.03,18.62,20.12,0.41,0
2023-10-02,2023,275,18.85,18.51,20.05,0.34,0
2023-10-03,2023,276,18.84,18.38,19.98,0.46,0
2023-10-04,2023,277,18.89,18.25,19.92,0.64,0
2023-10-05,2023,278,18.67,18.12,19.87,0.55,0
2023-10-06,2023,279,17.92,18.00,19.79,-0.08,0
2023-10-07,2023,280,17.36,17.89,19.72,-0.53,0
2023-10-08,2023,281,17.28,17.79,19.48,-0.51,0
2023-10-09,2023,282,17.03,17.69,19.38,-0.66,0
2023-10-10,2023,283,16.66,17.59,19.35,-0.93,0
2023-10-11,2023,284,16.55,17.50,19.29,-0.95,0
2023-10-12,2023,285,16.43,17.42,19.19,-0.99,0
2023-10-13,2023,286,16.35,17.33,19.07,-0.98,0
2023-10-14,2023,287,16.32,17.26,18.97,-0.94,0
2023-10-15,2023,288,16.13,17.20,18.82,-1.07,0
2023-10-16,2023,289,15.92,17.16,18.74,-1.24,0
2023-10-17,2023,290,15.72,17.11,18.67,-1.39,0
2023-10-18,2023,291,15.68,17.05,18.58,-1.37,0
2023-10-19,2023,292,15.96,16.99,18.53,-1.03,0
2023-10-20,2023,293,16.21,16.92,18.45,-0.71,0
2023-10-21,2023,294,16.28,16.83,18.33,-0.55,0
2023-10-22,2023,295,16.20,16.74,18.13,-0.54,0
2023-10-23,2023,296,16.12,16.63,18.03,-0.51,0
2023-10-24,2023,297,16.43,16.53,18.02,-0.10,0
2023-10-25,2023,298,16.68,16.43,17.97,0.25,0
2023-10-26,2023,299,16.86,16.32,17.85,0.54,0
2023-10-27,2023,300,17.04,16.22,17.79,0.82,0
2023-10-28,2023,301,16.87,16.11,17.69,0.76,0
2023-10-29,2023,302,16.52,16.01,17.50,0.51,0
2023-10-30,2023,303,16.54,15.92,17.39,0.62,0
2023-10-31,2023,304,16.62,15.81,17.35,0.81,0
2023-11-01,2023,305,16.59,15.71,17.18,0.88,0
2023-11-02,2023,306,16.30,15.61,17.07,0.69,0
2023-11-03,2023,307,15.86,15.52,16.95,0.34,0
2023-11-04,2023,308,15.54,15.42,16.94,0.12,0
2023-11-05,2023,309,15.45,15.32,16.79,0.13,0
2023-11-06,2023,310,15.83,15.22,16.74,0.61,0
2023-11-07,2023,311,16.32,15.12,16.65,1.20,0
2023-11-08,2023,312,16.19,15.02,16.57,1.17,0
2023-11-09,2023,313,16.14,14.90,16.51,1.24,0
2023-11-10,2023,314,16.35,14.78,16.38,1.57,0
2023-11-11,2023,315,16.76,14.66,16.26,2.10,1
2023-11-12,2023,316,16.96,14.55,16.00,2.41,1
2023-11-13,2023,317,17.90,14.46,15.98,3.44,1
2023-11-14,2023,318,18.27,14.36,15.95,3.91,1
2023-11-15,2023,319,18.70,14.27,15.87,4.43,1
2023-11-16,2023,320,19.28,14.17,15.77,5.11,1
2023-11-17,2023,321,20.28,14.08,15.74,6.20,1
2023-11-18,2023,322,20.21,13.98,15.72,6.23,1
2023-11-19,2023,323,20.46,13.88,15.72,6.58,1
2023-11-20,2023,324,20.31,13.78,15.71,6.53,1
2023-11-21,2023,325,20.23,13.70,15.68,6.53,1
2023-11-22,2023,326,20.63,13.61,15.65,7.02,1
2023-11-23,2023,327,20.25,13.52,15.63,6.73,1
2023-11-24,2023,328,19.03,13.43,15.60,5.60,1
2023-11-25,2023,329,18.35,13.35,15.39,5.00,1
2023-11-26,2023,330,18.02,13.24,15.35,4.78,1
2023-11-27,2023,331,18.02,13.14,15.34,4.88,1
2023-11-28,2023,332,17.48,13.04,15.24,4.44,1
2023-11-29,2023,333,17.44,12.96,15.24,4.48,1
2023-11-30,2023,334,17.86,12.87,15.23,4.99,1
2023-12-01,2023,335,18.16,12.77,15.22,5.39,1
2023-12-02,2023,336,18.43,12.66,15.22,5.77,1
2023-12-03,2023,337,18.56,12.56,15.17,6.00,1
2023-12-04,2023,338,19.06,12.46,15.14,6.60,1
2023-12-05,2023,339,18.93,12.38,15.11,6.55,1
2023-12-06,2023,340,18.95,12.29,14.93,6.66,1
2023-12-07,2023,341,18.88,12.19,14.88,6.69,1
2023-12-08,2023,342,18.09,12.11,14.64,5.98,1
2023-12-09,2023,343,17.11,12.04,14.51,5.07,1
2023-12-10,2023,344,16.44,11.97,14.19,4.47,1
2023-12-11,2023,345,16.82,11.91,14.14,4.91,1
2023-12-12,2023,346,16.62,11.84,13.98,4.78,1
2023-12-13,2023,347,15.90,11.77,13.90,4.13,1
2023-12-14,2023,348,15.24,11.71,13.81,3.53,1
2023-12-15,2023,349,14.44,11.63,13.80,2.81,1
2023-12-16,2023,350,14.79,11.55,13.80,3.24,1
2023-12-17,2023,351,16.35,11.46,13.71,4.89,1
2023-12-18,2023,352,17.20,11.36,13.67,5.84,1
2023-12-19,2023,353,17.69,11.27,13.65,6.42,1
2023-12-20,2023,354,17.45,11.18,13.63,6.27,1
2023-12-21,2023,355,18.25,11.09,13.58,7.16,1
2023-12-22,2023,356,19.01,11.01,13.42,8.00,1
2023-12-23,2023,357,18.72,10.92,13.16,7.80,1
2023-12-24,2023,358,19.22,10.84,12.87,8.38,1
2023-12-25,2023,359,19.31,10.76,12.77,8.55,1
2023-12-26,2023,360,19.28,10.69,12.78,8.59,1
2023-12-27,2023,361,18.91,10.64,12.77,8.27,1
2023-12-28,2023,362,18.92,10.56,12.72,8.36,1
2023-12-29,2023,363,19.19,10.47,12.64,8.72,1
2023-12-30,2023,364,18.75,10.37,12.55,8.38,1
2023-12-31,2023,365,18.68,10.28,12.48,8.40,1
2024-01-01,2024,1,19.21,10.04,12.35,9.17,1
2024-01-02,2024,2,19.17,9.90,12.28,9.27,1
2024-01-03,2024,3,18.95,9.76,12.17,9.19,1
2024-01-04,2024,4,18.59,9.63,12.14,8.96,1
2024-01-05,2024,5,18.64,9.49,12.03,9.15,1
2024-01-06,2024,6,18.50,9.36,11.97,9.14,1
2024-01-07,2024,7,18.37,9.29,11.80,9.08,1
2024-01-08,2024,8,18.16,9.16,11.74,9.00,1
2024-01-09,2024,9,17.73,9.04,11.70,8.69,1
2024-01-10,2024,10,17.07,8.91,11.36,8.16,1
2024-01-11,2024,11,16.77,8.80,11.31,7.97,1
2024-01-12,2024,12,16.98,8.68,11.10,8.30,1
2024-01-13,2024,13,16.88,8.57,10.68,8.31,1
2024-01-14,2024,14,16.70,8.46,10.55,8.24,1
2024-01-15,2024,15,16.31,8.35,10.48,7.96,1
2024-01-16,2024,16,15.33,8.25,10.44,7.08,1
2024-01-17,2024,17,14.56,8.14,10.29,6.42,1
2024-01-18,2024,18,14.77,8.03,10.24,6.74,1
2024-01-19,2024,19,14.38,7.94,10.20,6.44,1
2024-01-20,2024,20,13.50,7.85,10.13,5.65,1
2024-01-21,2024,21,13.43,7.77,9.96,5.66,1
2024-01-22,2024,22,14.12,7.71,9.89,6.41,1
2024-01-23,2024,23,14.62,7.64,9.78,6.98,1
2024-01-24,2024,24,15.27,7.59,9.71,7.68,1
2024-01-25,2024,25,15.37,7.52,9.66,7.85,1
2024-01-26,2024,26,15.84,7.44,9.66,8.40,1
2024-01-27,2024,27,16.20,7.37,9.63,8.83,1
2024-01-28,2024,28,16.78,7.28,9.62,9.50,1
2024-01-29,2024,29,17.21,7.18,9.58,10.03,1
2024-01-30,2024,30,17.49,7.08,9.45,10.41,1
2024-01-31,2024,31,17.51,6.99,9.27,10.52,1
2024-02-01,2024,32,17.43,6.90,9.20,10.53,1
2024-02-02,2024,33,15.80,6.81,9.15,8.99,1
2024-02-03,2024,34,15.44,6.73,9.08,8.71,1
2024-02-04,2024,35,15.55,6.64,9.06,8.91,1
2024-02-05,2024,36,15.62,6.55,9.03,9.07,1
2024-02-06,2024,37,16.26,6.48,8.93,9.78,1
2024-02-07,2024,38,16.05,6.42,8.93,9.63,1
2024-02-08,2024,39,15.58,6.36,8.85,9.22,1
2024-02-09,2024,40,15.30,6.32,8.81,8.98,1
2024-02-10,2024,41,15.26,6.29,8.74,8.97,1
2024-02-11,2024,42,14.42,6.25,8.67,8.17,1
2024-02-12,2024,43,13.33,6.21,8.56,7.12,1
2024-02-13,2024,44,13.40,6.16,8.39,7.24,1
2024-02-14,2024,45,13.80,6.11,8.28,7.69,1
2024-02-15,2024,46,14.26,6.04,8.14,8.22,1
2024-02-16,2024,47,14.44,5.98,8.06,8.46,1
2024-02-17,2024,48,13.69,5.92,8.04,7.77,1
2024-02-18,2024,49,13.50,5.87,8.01,7.63,1
2024-02-19,2024,50,13.38,5.82,7.94,7.56,1
2024-02-20,2024,51,13.45,5.77,7.88,7.68,1
2024-02-21,2024,52,12.83,5.72,7.88,7.11,1
2024-02-22,2024,53,11.88,5.67,7.87,6.21,1
2024-02-23,2024,54,11.34,5.65,7.84,5.69,1
2024-02-24,2024,55,11.38,5.63,7.85,5.75,1
2024-02-25,2024,56,11.38,5.61,7.92,5.77,1
2024-02-26,2024,57,11.56,5.59,7.92,5.97,1
2024-02-27,2024,58,11.64,5.56,7.92,6.08,1
2024-02-28,2024,59,12.02,5.54,7.92,6.48,1
2024-02-29,2024,60,12.84,5.51,7.77,7.33,1
2024-03-01,2024,61,13.72,5.49,7.75,8.23,1
2024-03-02,2024,62,12.26,5.46,7.75,6.80,1
2024-03-03,2024,63,11.21,5.45,7.74,5.76,1
2024-03-04,2024,64,10.32,5.44,7.74,4.88,1
2024-03-05,2024,65,9.13,5.43,7.68,3.70,1
2024-03-06,2024,66,8.01,5.40,7.63,2.61,1
2024-03-07,2024,67,8.29,5.38,7.59,2.91,1
2024-03-08,2024,68,8.89,5.36,7.54,3.53,1
2024-03-09,2024,69,10.09,5.37,7.54,4.72,1
2024-03-10,2024,70,9.80,5.37,7.59,4.43,1
2024-03-11,2024,71,9.32,5.37,7.63,3.95,1
2024-03-12,2024,72,9.18,5.37,7.68,3.81,1
2024-03-13,2024,73,8.50,5.39,7.77,3.11,1
2024-03-14,2024,74,7.71,5.41,7.81,2.30,0
2024-03-15,2024,75,7.50,5.43,7.89,2.07,0
2024-03-16,2024,76,7.03,5.45,7.96,1.58,0
2024-03-17,2024,77,7.17,5.46,8.06,1.71,0
2024-03-18,2024,78,7.17,5.48,8.15,1.69,0
2024-03-19,2024,79,7.14,5.52,8.23,1.62,0
2024-03-20,2024,80,7.24,5.54,8.48,1.70,0
2024-03-21,2024,81,6.32,5.58,8.65,0.74,0
2024-03-22,2024,82,6.10,5.62,8.65,0.48,0
2024-03-23,2024,83,6.34,5.66,8.65,0.68,0
2024-03-24,2024,84,7.26,5.70,8.59,1.56,0
2024-03-25,2024,85,8.00,5.74,8.45,2.26,0
2024-03-26,2024,86,8.97,5.77,8.40,3.20,1
2024-03-27,2024,87,9.78,5.79,8.40,3.99,1
2024-03-28,2024,88,10.54,5.81,8.37,4.73,1
2024-03-29,2024,89,11.44,5.84,8.37,5.60,1
2024-03-30,2024,90,11.27,5.88,8.37,5.39,1
2024-04-01,2024,92,10.51,5.96,8.44,4.55,1
2024-04-01,2024,92,10.51,5.96,8.44,4.55,1
2024-04-02,2024,93,9.70,5.99,8.46,3.71,1
2024-04-03,2024,94,8.91,6.05,8.49,2.86,1
2024-04-04,2024,95,8.02,6.10,8.58,1.92,0
2024-04-05,2024,96,8.04,6.15,8.66,1.89,0
2024-04-06,2024,97,7.80,6.19,8.71,1.61,0
2024-04-07,2024,98,7.69,6.25,8.98,1.44,0
2024-04-08,2024,99,7.69,6.33,9.05,1.36,0
2024-04-09,2024,100,8.63,6.41,9.08,2.22,0
2024-04-10,2024,101,8.97,6.49,9.19,2.48,0
2024-04-11,2024,102,8.91,6.57,9.21,2.34,0
2024-04-12,2024,103,8.46,6.65,9.51,1.81,0
2024-04-13,2024,104,8.41,6.74,9.72,1.67,0
2024-04-14,2024,105,9.23,6.83,9.74,2.40,0
2024-04-15,2024,106,10.49,6.92,9.85,3.57,1
2024-04-16,2024,107,12.17,7.01,10.10,5.16,1
2024-04-17,2024,108,13.77,7.11,10.29,6.66,1
2024-04-18,2024,109,14.63,7.19,10.50,7.44,1
2024-04-19,2024,110,15.57,7.28,10.57,8.29,1
2024-04-20,2024,111,16.25,7.38,10.63,8.87,1
2024-04-21,2024,112,16.57,7.48,10.70,9.09,1
2024-04-22,2024,113,17.51,7.60,10.75,9.91,1
2024-04-23,2024,114,18.06,7.70,10.84,10.36,1
2024-04-24,2024,115,16.10,7.81,10.88,8.29,1
2024-04-25,2024,116,18.99,7.89,10.96,11.10,1
2024-04-26,2024,117,18.97,7.98,10.98,10.99,1
2024-04-27,2024,118,18.89,8.06,11.01,10.83,1
2024-04-28,2024,119,19.38,8.15,11.01,11.23,1
2024-04-29,2024,120,19.40,8.24,11.09,11.16,1
2024-04-30,2024,121,19.32,8.34,11.16,10.98,1
2024-05-01,2024,122,19.51,8.45,11.19,11.06,1
2024-05-02,2024,123,19.64,8.53,11.21,11.11,1
2024-05-03,2024,124,19.81,8.60,11.23,11.21,1
2024-05-04,2024,125,19.87,8.68,11.32,11.19,1
2024-05-05,2024,126,19.86,8.76,11.32,11.10,1
2024-05-06,2024,127,19.86,8.83,11.43,11.03,1
2024-05-07,2024,128,18.96,8.91,11.55,10.05,1
2024-05-08,2024,129,18.00,8.99,11.71,9.01,1
2024-05-09,2024,130,18.09,9.08,11.88,9.01,1
2024-05-10,2024,131,18.38,9.15,11.90,9.23,1
2024-05-11,2024,132,18.84,9.23,11.95,9.61,1
2024-05-12,2024,133,19.03,9.32,12.07,9.71,1
2024-05-13,2024,134,18.39,9.41,12.16,8.98,1
2024-05-14,2024,135,18.56,9.51,12.20,9.05,1
2024-05-15,2024,136,19.37,9.62,12.24,9.75,1
2024-05-16,2024,137,19.54,9.72,12.45,9.82,1
2024-05-17,2024,138,19.76,9.83,12.62,9.93,1
2024-05-18,2024,139,20.01,9.94,12.74,10.07,1
2024-05-19,2024,140,19.76,10.05,12.82,9.71,1
2024-05-20,2024,141,19.49,10.17,12.90,9.32,1
2024-05-21,2024,142,19.59,10.29,13.06,9.30,1
2024-05-22,2024,143,19.57,10.44,13.19,9.13,1
2024-05-23,2024,144,19.29,10.59,13.25,8.70,1
2024-05-24,2024,145,19.36,10.74,13.29,8.62,1
2024-05-25,2024,146,19.83,10.88,13.34,8.95,1
2024-05-26,2024,147,20.08,11.03,13.41,9.05,1
2024-05-27,2024,148,20.07,11.17,13.55,8.90,1
2024-05-28,2024,149,19.26,11.33,13.70,7.93,1
2024-05-29,2024,150,19.18,11.50,13.82,7.68,1
2024-05-30,2024,151,18.85,11.67,14.08,7.18,1
2024-05-31,2024,152,18.67,11.86,14.23,6.81,1
2024-06-01,2024,153,18.84,12.04,14.36,6.80,1
2024-06-02,2024,154,18.79,12.22,14.81,6.57,1
2024-06-03,2024,155,18.69,12.38,15.01,6.31,1
2024-06-04,2024,156,17.73,12.55,15.15,5.18,1
2024-06-05,2024,157,17.34,12.72,15.28,4.62,1
2024-06-06,2024,158,17.23,12.88,15.32,4.35,1
2024-06-07,2024,159,17.29,13.05,15.48,4.24,1
2024-06-08,2024,160,17.50,13.23,15.59,4.27,1
2024-06-09,2024,161,17.54,13.40,15.62,4.14,1
2024-06-10,2024,162,17.78,13.55,15.64,4.23,1
2024-06-11,2024,163,17.90,13.69,15.74,4.21,1
2024-06-12,2024,164,18.12,13.83,15.85,4.29,1
2024-06-13,2024,165,18.42,13.97,16.12,4.45,1
2024-06-14,2024,166,18.55,14.09,16.26,4.46,1
2024-06-15,2024,167,18.69,14.19,16.30,4.50,1
2024-06-16,2024,168,18.99,14.31,16.38,4.68,1
2024-06-17,2024,169,19.49,14.44,16.45,5.05,1
2024-06-18,2024,170,19.96,14.56,16.72,5.40,1
2024-06-19,2024,171,20.11,14.67,16.79,5.44,1
2024-06-20,2024,172,20.12,14.76,16.83,5.36,1
2024-06-21,2024,173,20.28,14.88,16.91,5.40,1
2024-06-22,2024,174,20.41,15.02,17.03,5.39,1
2024-06-23,2024,175,20.09,15.15,17.22,4.94,1
2024-06-24,2024,176,18.98,15.28,17.57,3.70,1
2024-06-25,2024,177,18.73,15.39,17.65,3.34,1
2024-06-26,2024,178,18.77,15.52,17.92,3.25,1
2024-06-27,2024,179,18.90,15.64,17.98,3.26,1
2024-06-28,2024,180,19.21,15.75,18.08,3.46,1
2024-06-29,2024,181,19.92,15.87,18.18,4.05,1
2024-06-30,2024,182,20.11,15.97,18.30,4.14,1
2024-07-01,2024,183,19.91,16.08,18.35,3.83,1
2024-07-02,2024,184,19.66,16.17,18.37,3.49,1
2024-07-03,2024,185,19.65,16.26,18.41,3.39,1
2024-07-04,2024,186,19.89,16.34,18.45,3.55,1
2024-07-05,2024,187,19.97,16.42,18.56,3.55,1
2024-07-06,2024,188,20.35,16.52,18.66,3.83,1
2024-07-07,2024,189,20.89,16.62,18.70,4.27,1
2024-07-08,2024,190,20.80,16.73,18.72,4.07,1
2024-07-09,2024,191,20.66,16.85,18.86,3.81,1
2024-07-10,2024,192,20.57,16.97,18.91,3.60,1
2024-07-11,2024,193,20.71,17.07,18.92,3.64,1
2024-07-12,2024,194,20.79,17.19,19.00,3.60,1
2024-07-13,2024,195,20.81,17.32,19.04,3.49,1
2024-07-14,2024,196,21.07,17.42,19.12,3.65,1
2024-07-15,2024,197,21.23,17.53,19.24,3.70,1
2024-07-16,2024,198,21.21,17.64,19.39,3.57,1
2024-07-17,2024,199,21.54,17.74,19.52,3.80,1
2024-07-18,2024,200,21.82,17.87,19.64,3.95,1
2024-07-19,2024,201,21.90,18.02,20.02,3.88,1
2024-07-20,2024,202,22.47,18.17,20.29,4.30,1
2024-07-21,2024,203,22.86,18.33,20.50,4.53,1
2024-07-22,2024,204,23.03,18.49,20.57,4.54,1
2024-07-23,2024,205,23.29,18.65,20.90,4.64,1
2024-07-24,2024,206,23.38,18.80,21.13,4.58,1
2024-07-25,2024,207,23.45,18.97,21.30,4.48,1
2024-07-26,2024,208,23.31,19.16,21.41,4.15,1
2024-07-27,2024,209,22.90,19.33,21.43,3.57,1
2024-07-28,2024,210,23.15,19.50,21.56,3.65,1
2024-07-29,2024,211,23.18,19.67,21.75,3.51,1
2024-07-30,2024,212,23.09,19.83,21.80,3.26,1
2024-07-31,2024,213,22.89,19.97,21.95,2.92,1
2024-08-01,2024,214,22.88,20.10,22.21,2.78,1
2024-08-02,2024,215,23.25,20.23,22.45,3.02,1
2024-08-03,2024,216,23.61,20.37,22.65,3.24,1
2024-08-04,2024,217,23.94,20.51,22.85,3.43,1
2024-08-05,2024,218,24.20,20.65,22.93,3.55,1
2024-08-06,2024,219,24.16,20.75,22.97,3.41,1
2024-08-07,2024,220,24.42,20.84,23.21,3.58,1
2024-08-08,2024,221,24.52,20.95,23.26,3.57,1
2024-08-09,2024,222,24.52,21.06,23.33,3.46,1
2024-08-10,2024,223,24.48,21.15,23.38,3.33,1
2024-08-11,2024,224,23.66,21.24,23.38,2.42,1
2024-08-12,2024,225,23.35,21.29,23.40,2.06,0
2024-08-13,2024,226,23.16,21.33,23.42,1.83,0
2024-08-14,2024,227,23.58,21.36,23.45,2.22,1
2024-08-15,2024,228,23.97,21.37,23.42,2.60,1
2024-08-16,2024,229,23.93,21.38,23.42,2.55,1
2024-08-17,2024,230,23.97,21.39,23.45,2.58,1
2024-08-18,2024,231,24.20,21.41,23.45,2.79,1
2024-08-19,2024,232,24.65,21.44,23.45,3.21,1
2024-08-20,2024,233,24.50,21.46,23.44,3.04,1
2024-08-21,2024,234,24.34,21.47,23.43,2.87,1
2024-08-22,2024,235,24.44,21.47,23.44,2.97,1
2024-08-23,2024,236,24.57,21.47,23.45,3.10,1
2024-08-24,2024,237,24.71,21.48,23.48,3.23,1
2024-08-25,2024,238,24.92,21.49,23.48,3.43,1
2024-08-26,2024,239,25.04,21.48,23.44,3.56,1
2024-08-27,2024,240,24.99,21.46,23.43,3.53,1
2024-08-28,2024,241,24.95,21.44,23.39,3.51,1
2024-08-29,2024,242,24.96,21.42,23.32,3.54,1
2024-08-30,2024,243,24.84,21.39,23.30,3.45,1
2024-08-31,2024,244,24.80,21.35,23.15,3.45,1
2024-09-01,2024,245,24.88,21.30,23.11,3.58,1
2024-09-02,2024,246,24.94,21.24,23.02,3.70,1
2024-09-03,2024,247,24.83,21.19,22.86,3.64,1
2024-09-04,2024,248,24.49,21.14,22.80,3.35,1
2024-09-05,2024,249,24.41,21.09,22.67,3.32,1
2024-09-06,2024,250,24.31,21.03,22.64,3.28,1
2024-09-07,2024,251,24.27,20.97,22.55,3.30,1
2024-09-08,2024,252,24.19,20.91,22.49,3.28,1
2024-09-09,2024,253,24.06,20.85,22.47,3.21,1
2024-09-10,2024,254,24.05,20.80,22.39,3.25,1
2024-09-11,2024,255,24.09,20.74,22.34,3.35,1
2024-09-12,2024,256,24.08,20.69,22.28,3.39,1
2024-09-13,2024,257,24.19,20.63,22.25,3.56,1
2024-09-14,2024,258,24.21,20.55,22.20,3.66,1
2024-09-15,2024,259,23.76,20.45,22.14,3.31,1
2024-09-16,2024,260,23.55,20.34,22.11,3.21,1
2024-09-17,2024,261,23.37,20.22,22.04,3.15,1
2024-09-18,2024,262,23.24,20.10,21.95,3.14,1
2024-09-19,2024,263,23.08,19.97,21.79,3.11,1
2024-09-20,2024,264,23.08,19.85,21.68,3.23,1
2024-09-21,2024,265,23.12,19.74,21.54,3.38,1
2024-09-22,2024,266,22.39,19.62,21.42,2.77,1
2024-09-23,2024,267,21.69,19.48,21.13,2.21,1
2024-09-24,2024,268,21.18,19.33,20.98,1.85,1
2024-09-25,2024,269,21.17,19.19,20.79,1.98,1
2024-09-26,2024,270,21.30,19.06,20.60,2.24,1
2024-09-27,2024,271,21.49,18.94,20.44,2.55,1
2024-09-28,2024,272,21.75,18.83,20.40,2.92,1
2024-09-29,2024,273,21.79,18.72,20.18,3.07,1
2024-09-30,2024,274,21.74,18.62,20.12,3.12,1
2024-10-01,2024,275,21.73,18.51,20.05,3.22,1
2024-10-02,2024,276,21.64,18.38,19.98,3.26,1
2024-10-03,2024,277,21.71,18.25,19.92,3.46,1
2024-10-04,2024,278,21.34,18.12,19.87,3.22,1
2024-10-05,2024,279,20.59,18.00,19.79,2.59,1
2024-10-06,2024,280,20.42,17.89,19.72,2.53,1
2024-10-07,2024,281,20.38,17.79,19.48,2.59,1
2024-10-08,2024,282,19.22,17.69,19.38,1.53,0
2024-10-09,2024,283,19.10,17.59,19.35,1.51,0
2024-10-10,2024,284,18.64,17.50,19.29,1.14,0
2024-10-11,2024,285,17.90,17.42,19.19,0.48,0
2024-10-12,2024,286,17.81,17.33,19.07,0.48,0
2024-10-13,2024,287,17.85,17.26,18.97,0.59,0
2024-10-14,2024,288,18.03,17.20,18.82,0.83,0
2024-10-15,2024,289,18.17,17.16,18.74,1.01,0
2024-10-16,2024,290,18.29,17.11,18.67,1.18,0
2024-10-17,2024,291,18.48,17.05,18.58,1.43,0
2024-10-18,2024,292,18.71,16.99,18.53,1.72,1
2024-10-19,2024,293,18.71,16.92,18.45,1.79,1
2024-10-20,2024,294,18.35,16.83,18.33,1.52,1
2024-10-21,2024,295,18.28,16.74,18.13,1.54,1
2024-10-22,2024,296,18.32,16.63,18.03,1.69,1
2024-10-23,2024,297,18.07,16.53,18.02,1.54,1
2024-10-24,2024,298,17.96,16.43,17.97,1.53,0
2024-10-25,2024,299,17.83,16.32,17.85,1.51,0
2024-10-26,2024,300,17.68,16.22,17.79,1.46,0
2024-10-27,2024,301,17.55,16.11,17.69,1.44,0
2024-10-28,2024,302,17.47,16.01,17.50,1.46,0
2024-10-29,2024,303,17.19,15.92,17.39,1.27,0
2024-10-30,2024,304,16.90,15.81,17.35,1.09,0
2024-10-31,2024,305,16.64,15.71,17.18,0.93,0
2024-11-01,2024,306,16.33,15.61,17.07,0.72,0
2024-11-02,2024,307,16.03,15.52,16.95,0.51,0
2024-11-03,2024,308,15.96,15.42,16.94,0.54,0
2024-11-04,2024,309,16.05,15.32,16.79,0.73,0
2024-11-05,2024,310,16.40,15.22,16.74,1.18,0
2024-11-06,2024,311,16.70,15.12,16.65,1.58,1
2024-11-07,2024,312,16.48,15.02,16.57,1.46,0
2024-11-08,2024,313,16.85,14.90,16.51,1.95,1
2024-11-09,2024,314,17.24,14.78,16.38,2.46,1
2024-11-10,2024,315,17.89,14.66,16.26,3.23,1
2024-11-11,2024,316,17.94,14.55,16.00,3.39,1
2024-11-12,2024,317,17.97,14.46,15.98,3.51,1
2024-11-13,2024,318,17.43,14.36,15.95,3.07,1
2024-11-14,2024,319,16.45,14.27,15.87,2.18,1
2024-11-15,2024,320,15.29,14.17,15.77,1.12,0
2024-11-16,2024,321,14.91,14.08,15.74,0.83,0
2024-11-17,2024,322,14.78,13.98,15.72,0.80,0
2024-11-18,2024,323,14.92,13.88,15.72,1.04,0
2024-11-19,2024,324,14.92,13.78,15.71,1.14,0
2024-11-20,2024,325,15.57,13.70,15.68,1.87,0
2024-11-21,2024,326,15.28,13.61,15.65,1.67,0
2024-11-22,2024,327,15.88,13.52,15.63,2.36,1
2024-11-23,2024,328,16.90,13.43,15.60,3.47,1
2024-11-24,2024,329,17.38,13.35,15.39,4.03,1
2024-11-25,2024,330,17.87,13.24,15.35,4.63,1
2024-11-26,2024,331,18.04,13.14,15.34,4.90,1
2024-11-27,2024,332,17.72,13.04,15.24,4.68,1
2024-11-28,2024,333,17.05,12.96,15.24,4.09,1
2024-11-29,2024,334,16.31,12.87,15.23,3.44,1
2024-11-30,2024,335,16.06,12.77,15.22,3.29,1
2024-12-01,2024,336,15.99,12.66,15.22,3.33,1
2024-12-02,2024,337,15.76,12.56,15.17,3.20,1
2024-12-03,2024,338,15.68,12.46,15.14,3.22,1
2024-12-04,2024,339,15.62,12.38,15.11,3.24,1
2024-12-05,2024,340,16.09,12.29,14.93,3.80,1
2024-12-06,2024,341,16.02,12.19,14.88,3.83,1
2024-12-07,2024,342,15.60,12.11,14.64,3.49,1
2024-12-08,2024,343,15.72,12.04,14.51,3.68,1
2024-12-09,2024,344,15.93,11.97,14.19,3.96,1
2024-12-10,2024,345,16.00,11.91,14.14,4.09,1
2024-12-11,2024,346,16.14,11.84,13.98,4.30,1
2024-12-12,2024,347,16.10,11.77,13.90,4.33,1
2024-12-13,2024,348,16.81,11.71,13.81,5.10,1
2024-12-14,2024,349,16.95,11.63,13.80,5.32,1
2024-12-15,2024,350,17.35,11.55,13.80,5.80,1
2024-12-16,2024,351,17.44,11.46,13.71,5.98,1
2024-12-17,2024,352,17.57,11.36,13.67,6.21,1
2024-12-18,2024,353,18.15,11.27,13.65,6.88,1
